,Place,Categories,Rating,Review Title,Review Body
116,Kailashnath Mahadev,Monuments & Statues,4.5,Good Temple,"Super nice location, worth visiting, good place to hang around, nice and lovely place. must go everyone."
117,Kailashnath Mahadev,Monuments & Statues,4.5,Lord Shiva,Nearly about 140 ft long statue of Lord shiva situated nealy 20 kms away from the Kathmandu City. The place is very religious and so many tourists come here from all walks of life to enjoy the sceneric beauty of this site
118,Kailashnath Mahadev,Monuments & Statues,4.5,Visit to Kailadhnath Mahadev,Nice place to visit near Kathmandu. It is about 20 km from city centre Kathmandu. You have to entry fee of INR 60 per person if wants to access easy way otherwise very diffucult to reach Kailashnath  Mahadev through outer way. Which is hillside.
119,Kailashnath Mahadev,Monuments & Statues,4.5,Interesting sight on the way to Dhulikhel and beyond,"If you want experience Nepalese devotion and happy time sharing, this place is wonderful ! There is no tourist scam, there are lots of pilgrims from all parts of Nepal (alone this makes it nice), very few tourist and lot of people from the Kathmandu valley on the weekends (maybe avoid Saturday, it's really crowded)"
120,Dakshinkali Temple,Religious Sites,4.5,Amazing place,"Religious place, I suggest to travel early in the morning so that you can see beautiful hills on the way. Dakshinkali Temple is a beautiful place to visit."
121,Dakshinkali Temple,Religious Sites,4.5,jai ma kali,"amazing temple. brings peace and a kind of vibration once you enter the premises. great art and architecture. blissful and serene place for blessings of the ma kali. . even in the times of covid, it is open for blessing seekers."
122,Dakshinkali Temple,Religious Sites,4.5,Kali temple,a typical temple for Hindus. not clean or nice.  animals are sacrificed here.  can be crowded on special days.
123,Dakshinkali Temple,Religious Sites,4.5,Live Animal Sacrifices...Not for the Sensitive of Quesy!,"Apparently Tuesday and Saturday are the two days when there are a lot of animal sacrifices.  However, when I went, my guide told me that sacrifices happen daily, and that many tourists do not come here because of the live sacrifices.  I have a strong stomach, so I was eager to witness this.  For me, the most memorable part of the trip was seeing a chicken and 2 goats get sacrificed while alive.  It is not possible to take pictures, but it it possible to witness the beheading of the animals.  This is not for people who have weak stomachs.  There is a lot of blood, and if you are animal lover, you will not want to see this, but I thought it was fascinating to see the cultural practices of different religions."
124,Dakshinkali Temple,Religious Sites,4.5,Very interesting. Bit confusing.,"To an outsider, this temple is a bit confusing.It was great to see the locals going about their daily life.Well worth a visit."
125,Dakshinkali Temple,Religious Sites,4.5,Temple Visit - Not for Feint Hearted,"I left Shambling Boutique Hotel at 1500 and reached Pharping village , 22 km away from Kathmandu at 1600 on 3rd November , 2018 . The village was an one street one . I followed the street boasting stalls selling Pooja materials, trinkets and cocks, pigeons & uncastrated male goats for sacrifice . At the end of the street , on the left side there were long stairs leading to the revered Dakshinkali Temple . As I didnt want to offer any sacrifice and just wanted to take photographs , there was no need for me to stand in the queue . Near the temple , there was a raised view point to witness the proceedings . Main entrance was protected by beautiful brass fencing . There were many little ,beautiful brass lamps fixed on the fencing . Two intricately carved brass lions were guarding the entrance of this fencing .People carrying  the animals directly went to  the place where they were sacrificed to the goddess Kali . It seemed goats knew their imminent death as it was reflected in their eyes . They were very reluctant to move forward . I  documented sacrifices of few cocks , goats and a buffalo . It was a gory job to do . Two young men ln hoodies , were so expert in slicing the neck of cocks , in front of a 60 cm high Kali statue , that in a single sweep of knife they used to behead the cock and threw the head over an adjoining  roof . Crows were partying on such heads .After the sacrifice , the devotees sprinkle the cock / goat blood on both themselves and the Kali idol . Then they used to drag their offerings to the nearby bloody stream to , wash , butcher and prepare the feast . Tips :Timings : 0600 to 2100Sacrifices are offered only on Tuesday and Saturday If one wants to sacrifice the animal / bird , she should be mentally prepared to stand in a queue for at least a couple of  hours .If one wants to just witness and document the process , she need not stand in a queue .The process of sacrifice used to come to a halt between 1200 and 1300 to clean kilo litres of blood on the idol and the floor .The gory  experience is not for any feint hearted human being ."
126,Dakshinkali Temple,Religious Sites,4.5,Must visit for Hindu's,Goddess Kali is an incarnation of Mother Goddess Durga in Hindu mythology and is the destroyer of all evil.Very powerful and if you pray to her then bad elements of your life can be removed.
127,Dakshinkali Temple,Religious Sites,4.5,Worship place of Hindu's goddess Kali,Its located a little bit out from main city. All the hindus from all over nepal came here to worship for their good times
128,Dakshinkali Temple,Religious Sites,4.5,Not amazing but I enjoyed it,"The road o the temple is really bumpy so get a 4x4! There is a walkway down to the temple lined with stalls selling flowers, spices and chickens! The temple itself is small but of great religious importance. I also climbed up the hill to a small shrine."
129,Dakshinkali Temple,Religious Sites,4.5,"Live,crowdy and dirty",This temple was very populous and very dirty . On the other hand it was full of local worshipers. You had the feeling that people consider the temple sacre and special. In architectural terms there was not something particular to remember. It worths a visit just to see how Nepalese behave in their temples.
130,Budhanilkantha,Religious Sites,4.5,Peace of ming,One of the acient holy place in the bed of National park. It has National park in one side while you see whole kathmandu vally on the other side. If you are Hindu than this must be the place to be visited
131,Budhanilkantha,Religious Sites,4.5,A divine place,"Located on the outskirts of Katmandu city, this place is also known as Jal Narayan. The temple hosts Lord Vishnu in the sleeping posture inside a pond. The uniqueness of the statue is that Vishnu is resting on his back on the serpant Adishesha rather than on his palm and sleeping side ways. The place has a special aura and is very calm and peaceful."
132,Budhanilkantha,Religious Sites,4.5,Couldnt get close to the main area within the temple. It was locked.,Its kinda nice there. I was there while on my way to the hills and was there again at the evening on my way back. The place and surrounding area looked quite charming with all the lights. Theres a evening bazaar too I think.
133,Budhanilkantha,Religious Sites,4.5,Napal,"A must visit for Lord Vishnu devotees which encompasses Hindus and Buddhists. The name might not directly related to Lord Vishnu or Lord Narayana , but the image is definitely Lord Vishnu."
